Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Class
0.0017215865352097886,1.1393978091264066e-06,2.979953042476013e-09,6.407918937286058e-10,1.8035741426650338e-18,7.165772613295613e-13,-2.5770174294162123e-18,Ring Pole
0.002714751373570672,4.459304389940066e-06,5.295641702721844e-09,8.028822088186405e-09,1.1544844632353255e-16,2.500667897216665e-11,1.991391073046034e-17,Cross Valve
